Entity,Code,Day,facial_coverings
Costa Rica,CRI,6/13/2020,0
Costa Rica,CRI,6/14/2020,0
Costa Rica,CRI,6/15/2020,0
Costa Rica,CRI,6/16/2020,0
Costa Rica,CRI,6/17/2020,0
Costa Rica,CRI,6/18/2020,0
Costa Rica,CRI,6/19/2020,0
Costa Rica,CRI,6/20/2020,0
Costa Rica,CRI,6/21/2020,0
Costa Rica,CRI,6/22/2020,2
Costa Rica,CRI,6/23/2020,2
Costa Rica,CRI,6/24/2020,2
Costa Rica,CRI,6/25/2020,2
Costa Rica,CRI,6/26/2020,2
Costa Rica,CRI,6/27/2020,2
Costa Rica,CRI,6/28/2020,2
Costa Rica,CRI,6/29/2020,2
Costa Rica,CRI,6/30/2020,2
Costa Rica,CRI,7/1/2020,2
Costa Rica,CRI,7/2/2020,2
Costa Rica,CRI,7/3/2020,2
Costa Rica,CRI,7/4/2020,2
Costa Rica,CRI,7/5/2020,2
Costa Rica,CRI,7/6/2020,2
Costa Rica,CRI,7/7/2020,2
Costa Rica,CRI,7/8/2020,2
Costa Rica,CRI,7/9/2020,2
Costa Rica,CRI,7/10/2020,2
Costa Rica,CRI,7/11/2020,2
Costa Rica,CRI,7/12/2020,2
Costa Rica,CRI,7/13/2020,2
Costa Rica,CRI,7/14/2020,2
Costa Rica,CRI,7/15/2020,2
Costa Rica,CRI,7/16/2020,2
Costa Rica,CRI,7/17/2020,2
Costa Rica,CRI,7/18/2020,2
Costa Rica,CRI,7/19/2020,2
Costa Rica,CRI,7/20/2020,2
Costa Rica,CRI,7/21/2020,2
Costa Rica,CRI,7/22/2020,2
Costa Rica,CRI,7/23/2020,2
Costa Rica,CRI,7/24/2020,2
Costa Rica,CRI,7/25/2020,2
Costa Rica,CRI,7/26/2020,2
Costa Rica,CRI,7/27/2020,2
Costa Rica,CRI,7/28/2020,2
Costa Rica,CRI,7/29/2020,2
Costa Rica,CRI,7/30/2020,2
Costa Rica,CRI,7/31/2020,2
Costa Rica,CRI,8/1/2020,2
Costa Rica,CRI,8/2/2020,2
Costa Rica,CRI,8/3/2020,2
Costa Rica,CRI,8/4/2020,2
Costa Rica,CRI,8/5/2020,2
Costa Rica,CRI,8/6/2020,2
Costa Rica,CRI,8/7/2020,2
Costa Rica,CRI,8/8/2020,2
Costa Rica,CRI,8/9/2020,2
Costa Rica,CRI,8/10/2020,2
Costa Rica,CRI,8/11/2020,2
Costa Rica,CRI,8/12/2020,2
Costa Rica,CRI,8/13/2020,2
Costa Rica,CRI,8/14/2020,2
Costa Rica,CRI,8/15/2020,2
Costa Rica,CRI,8/16/2020,2
Costa Rica,CRI,8/17/2020,2
Costa Rica,CRI,8/18/2020,2
Costa Rica,CRI,8/19/2020,2
Costa Rica,CRI,8/20/2020,2
Costa Rica,CRI,8/21/2020,2
Costa Rica,CRI,8/22/2020,2
Costa Rica,CRI,8/23/2020,2
Costa Rica,CRI,8/24/2020,2
Costa Rica,CRI,8/25/2020,2
Costa Rica,CRI,8/26/2020,2
Costa Rica,CRI,8/27/2020,2
Costa Rica,CRI,8/28/2020,2
Costa Rica,CRI,8/29/2020,2
Costa Rica,CRI,8/30/2020,2
Costa Rica,CRI,8/31/2020,2
Costa Rica,CRI,9/1/2020,2
Costa Rica,CRI,9/2/2020,2
Costa Rica,CRI,9/3/2020,2
Costa Rica,CRI,9/4/2020,2
Costa Rica,CRI,9/5/2020,2
Costa Rica,CRI,9/6/2020,2
Costa Rica,CRI,9/7/2020,2
Costa Rica,CRI,9/8/2020,2
Costa Rica,CRI,9/9/2020,2
Costa Rica,CRI,9/10/2020,2
Costa Rica,CRI,9/11/2020,2
Costa Rica,CRI,9/12/2020,2
Costa Rica,CRI,9/13/2020,2
Costa Rica,CRI,9/14/2020,2
Costa Rica,CRI,9/15/2020,2
Costa Rica,CRI,9/16/2020,2
Costa Rica,CRI,9/17/2020,2
Costa Rica,CRI,9/18/2020,2
Costa Rica,CRI,9/19/2020,2
Costa Rica,CRI,9/20/2020,2
Costa Rica,CRI,9/21/2020,2
Costa Rica,CRI,9/22/2020,2
Costa Rica,CRI,9/23/2020,2
Costa Rica,CRI,9/24/2020,2
Costa Rica,CRI,9/25/2020,2
Costa Rica,CRI,9/26/2020,2
Costa Rica,CRI,9/27/2020,2
Costa Rica,CRI,9/28/2020,2
Costa Rica,CRI,9/29/2020,2
Costa Rica,CRI,9/30/2020,2
Costa Rica,CRI,10/1/2020,2
Costa Rica,CRI,10/2/2020,2
Costa Rica,CRI,10/3/2020,2
Costa Rica,CRI,10/4/2020,2
Costa Rica,CRI,10/5/2020,2
Costa Rica,CRI,10/6/2020,2
Costa Rica,CRI,10/7/2020,2
Costa Rica,CRI,10/8/2020,2
Costa Rica,CRI,10/9/2020,2
Costa Rica,CRI,10/10/2020,2
Costa Rica,CRI,10/11/2020,2
Costa Rica,CRI,10/12/2020,2
Costa Rica,CRI,10/13/2020,2
Costa Rica,CRI,10/14/2020,2
Costa Rica,CRI,10/15/2020,2
Costa Rica,CRI,10/16/2020,2
Costa Rica,CRI,10/17/2020,2
Costa Rica,CRI,10/18/2020,2
Costa Rica,CRI,10/19/2020,2
Costa Rica,CRI,10/20/2020,2
Costa Rica,CRI,10/21/2020,2
Costa Rica,CRI,10/22/2020,2
Costa Rica,CRI,10/23/2020,2
Costa Rica,CRI,10/24/2020,2
Costa Rica,CRI,10/25/2020,2
Costa Rica,CRI,10/26/2020,2
Costa Rica,CRI,10/27/2020,2
Costa Rica,CRI,10/28/2020,2
Costa Rica,CRI,10/29/2020,2
Costa Rica,CRI,10/30/2020,2
Costa Rica,CRI,10/31/2020,2
Costa Rica,CRI,11/1/2020,2
Costa Rica,CRI,11/2/2020,3
Costa Rica,CRI,11/3/2020,3
Costa Rica,CRI,11/4/2020,3
Costa Rica,CRI,11/5/2020,3
Costa Rica,CRI,11/6/2020,3
Costa Rica,CRI,11/7/2020,3
Costa Rica,CRI,11/8/2020,3
Costa Rica,CRI,11/9/2020,3
Costa Rica,CRI,11/10/2020,3
Costa Rica,CRI,11/11/2020,3
Costa Rica,CRI,11/12/2020,3
Costa Rica,CRI,11/13/2020,3
Costa Rica,CRI,11/14/2020,3
Costa Rica,CRI,11/15/2020,3
Costa Rica,CRI,11/16/2020,3
Costa Rica,CRI,11/17/2020,3
Costa Rica,CRI,11/18/2020,3
Costa Rica,CRI,11/19/2020,3
Costa Rica,CRI,11/20/2020,3
Costa Rica,CRI,11/21/2020,3
Costa Rica,CRI,11/22/2020,3
Costa Rica,CRI,11/23/2020,3
Costa Rica,CRI,11/24/2020,3
Costa Rica,CRI,11/25/2020,3
Costa Rica,CRI,11/26/2020,3
Costa Rica,CRI,11/27/2020,3
Costa Rica,CRI,11/28/2020,3
Costa Rica,CRI,11/29/2020,3
Costa Rica,CRI,11/30/2020,3
Costa Rica,CRI,12/1/2020,3
Costa Rica,CRI,12/2/2020,3
Costa Rica,CRI,12/3/2020,3
Costa Rica,CRI,12/4/2020,3
Costa Rica,CRI,12/5/2020,3
Costa Rica,CRI,12/6/2020,3
Costa Rica,CRI,12/7/2020,3
Costa Rica,CRI,12/8/2020,3
Costa Rica,CRI,12/9/2020,3
Costa Rica,CRI,12/10/2020,3
Costa Rica,CRI,12/11/2020,3
Costa Rica,CRI,12/12/2020,3
Costa Rica,CRI,12/13/2020,3
Costa Rica,CRI,12/14/2020,3
Costa Rica,CRI,12/15/2020,3
Costa Rica,CRI,12/16/2020,3
Costa Rica,CRI,12/17/2020,3
Costa Rica,CRI,12/18/2020,3
Costa Rica,CRI,12/19/2020,3
Costa Rica,CRI,12/20/2020,3
Costa Rica,CRI,12/21/2020,3
Costa Rica,CRI,12/22/2020,3
Costa Rica,CRI,12/23/2020,3
Costa Rica,CRI,12/24/2020,3
Costa Rica,CRI,12/25/2020,3
Costa Rica,CRI,12/26/2020,3
Costa Rica,CRI,12/27/2020,3
Costa Rica,CRI,12/28/2020,3
Costa Rica,CRI,12/29/2020,3
Costa Rica,CRI,12/30/2020,3
Costa Rica,CRI,12/31/2020,3
Costa Rica,CRI,1/1/2021,3
Costa Rica,CRI,1/2/2021,3
Costa Rica,CRI,1/3/2021,3
Costa Rica,CRI,1/4/2021,3
Costa Rica,CRI,1/5/2021,3
Costa Rica,CRI,1/6/2021,3
Costa Rica,CRI,1/7/2021,3
Costa Rica,CRI,1/8/2021,3
Costa Rica,CRI,1/9/2021,3
Costa Rica,CRI,1/10/2021,3
Costa Rica,CRI,1/11/2021,3
Costa Rica,CRI,1/12/2021,3
Costa Rica,CRI,1/13/2021,3
Costa Rica,CRI,1/14/2021,3
Costa Rica,CRI,1/15/2021,3
Costa Rica,CRI,1/16/2021,3
Costa Rica,CRI,1/17/2021,3
Costa Rica,CRI,1/18/2021,3
Costa Rica,CRI,1/19/2021,3
Costa Rica,CRI,1/20/2021,3
Costa Rica,CRI,1/21/2021,3
Costa Rica,CRI,1/22/2021,3
Costa Rica,CRI,1/23/2021,3
Costa Rica,CRI,1/24/2021,3
Costa Rica,CRI,1/25/2021,3
Costa Rica,CRI,1/26/2021,3
Costa Rica,CRI,1/27/2021,3
Costa Rica,CRI,1/28/2021,3
Costa Rica,CRI,1/29/2021,3
Costa Rica,CRI,1/30/2021,3
Costa Rica,CRI,1/31/2021,3
Costa Rica,CRI,2/1/2021,3
Costa Rica,CRI,2/2/2021,3
Costa Rica,CRI,2/3/2021,3
Costa Rica,CRI,2/4/2021,3
Costa Rica,CRI,2/5/2021,3
Costa Rica,CRI,2/6/2021,3
Costa Rica,CRI,2/7/2021,3
Costa Rica,CRI,2/8/2021,3
Costa Rica,CRI,2/9/2021,3
Costa Rica,CRI,2/10/2021,3
Costa Rica,CRI,2/11/2021,3
Costa Rica,CRI,2/12/2021,3
Costa Rica,CRI,2/13/2021,3
Costa Rica,CRI,2/14/2021,3
Costa Rica,CRI,2/15/2021,3
Costa Rica,CRI,2/16/2021,3
Costa Rica,CRI,2/17/2021,3
Costa Rica,CRI,2/18/2021,3
Costa Rica,CRI,2/19/2021,3
Costa Rica,CRI,2/20/2021,3
Costa Rica,CRI,2/21/2021,3
Costa Rica,CRI,2/22/2021,3
Costa Rica,CRI,2/23/2021,3
Costa Rica,CRI,2/24/2021,3
Costa Rica,CRI,2/25/2021,3
Costa Rica,CRI,2/26/2021,3
Costa Rica,CRI,2/27/2021,3
Costa Rica,CRI,2/28/2021,3
Costa Rica,CRI,3/1/2021,3
Costa Rica,CRI,3/2/2021,3
Costa Rica,CRI,3/3/2021,3
Costa Rica,CRI,3/4/2021,3
Costa Rica,CRI,3/5/2021,3
Costa Rica,CRI,3/6/2021,3
Costa Rica,CRI,3/7/2021,3
Costa Rica,CRI,3/8/2021,3
Costa Rica,CRI,3/9/2021,3
Costa Rica,CRI,3/10/2021,3
Costa Rica,CRI,3/11/2021,3
Costa Rica,CRI,3/12/2021,3
Costa Rica,CRI,3/13/2021,3
Costa Rica,CRI,3/14/2021,3
Costa Rica,CRI,3/15/2021,3
Costa Rica,CRI,3/16/2021,3
Costa Rica,CRI,3/17/2021,3
Costa Rica,CRI,3/18/2021,3
Costa Rica,CRI,3/19/2021,3
Costa Rica,CRI,3/20/2021,3
Costa Rica,CRI,3/21/2021,3
Costa Rica,CRI,3/22/2021,3
Costa Rica,CRI,3/23/2021,3
Costa Rica,CRI,3/24/2021,3
Costa Rica,CRI,3/25/2021,3
Costa Rica,CRI,3/26/2021,3
Costa Rica,CRI,3/27/2021,3
Costa Rica,CRI,3/28/2021,3
Costa Rica,CRI,3/29/2021,3
Costa Rica,CRI,3/30/2021,3
Costa Rica,CRI,3/31/2021,3
Costa Rica,CRI,4/1/2021,3
Costa Rica,CRI,4/2/2021,3
Costa Rica,CRI,4/3/2021,3
Costa Rica,CRI,4/4/2021,3
Costa Rica,CRI,4/5/2021,3
Costa Rica,CRI,4/6/2021,3
Costa Rica,CRI,4/7/2021,3
Costa Rica,CRI,4/8/2021,3
Costa Rica,CRI,4/9/2021,3
Costa Rica,CRI,4/10/2021,3
Costa Rica,CRI,4/11/2021,3
Costa Rica,CRI,4/12/2021,3
Costa Rica,CRI,4/13/2021,3
Costa Rica,CRI,4/14/2021,3
Costa Rica,CRI,4/15/2021,3
Costa Rica,CRI,4/16/2021,3
Costa Rica,CRI,4/17/2021,3
Costa Rica,CRI,4/18/2021,3
Costa Rica,CRI,4/19/2021,3
Costa Rica,CRI,4/20/2021,3
Costa Rica,CRI,4/21/2021,3
Costa Rica,CRI,4/22/2021,3
Costa Rica,CRI,4/23/2021,3
Costa Rica,CRI,4/24/2021,3
Costa Rica,CRI,4/25/2021,3
Costa Rica,CRI,4/26/2021,3
Costa Rica,CRI,4/27/2021,3
Costa Rica,CRI,4/28/2021,3
Costa Rica,CRI,4/29/2021,3
Costa Rica,CRI,4/30/2021,3
Costa Rica,CRI,5/1/2021,3
Costa Rica,CRI,5/2/2021,3
Costa Rica,CRI,5/3/2021,3
Costa Rica,CRI,5/4/2021,3
Costa Rica,CRI,5/5/2021,3
Costa Rica,CRI,5/6/2021,3
Costa Rica,CRI,5/7/2021,3
Costa Rica,CRI,5/8/2021,3
Costa Rica,CRI,5/9/2021,3
Costa Rica,CRI,5/10/2021,3
Costa Rica,CRI,5/11/2021,3
Costa Rica,CRI,5/12/2021,3
Costa Rica,CRI,5/13/2021,3
Costa Rica,CRI,5/14/2021,3
Costa Rica,CRI,5/15/2021,3
Costa Rica,CRI,5/16/2021,3
Costa Rica,CRI,5/17/2021,3
Costa Rica,CRI,5/18/2021,3
Costa Rica,CRI,5/19/2021,3
Costa Rica,CRI,5/20/2021,3
Costa Rica,CRI,5/21/2021,3
Costa Rica,CRI,5/22/2021,3
Costa Rica,CRI,5/23/2021,3
Costa Rica,CRI,5/24/2021,3
Costa Rica,CRI,5/25/2021,3
Costa Rica,CRI,5/26/2021,3
Costa Rica,CRI,5/27/2021,3
Costa Rica,CRI,5/28/2021,3
Costa Rica,CRI,5/29/2021,3
Costa Rica,CRI,5/30/2021,3
Costa Rica,CRI,5/31/2021,3
Costa Rica,CRI,6/1/2021,3
Costa Rica,CRI,6/2/2021,3
Costa Rica,CRI,6/3/2021,3
Costa Rica,CRI,6/4/2021,3
Costa Rica,CRI,6/5/2021,3
Costa Rica,CRI,6/6/2021,3
Costa Rica,CRI,6/7/2021,3
Costa Rica,CRI,6/8/2021,3
Costa Rica,CRI,6/9/2021,3
Costa Rica,CRI,6/10/2021,3
Costa Rica,CRI,6/11/2021,3
Costa Rica,CRI,6/12/2021,3
Costa Rica,CRI,6/13/2021,3
Costa Rica,CRI,6/14/2021,3
Costa Rica,CRI,6/15/2021,3
Costa Rica,CRI,6/16/2021,3
Costa Rica,CRI,6/17/2021,3
Costa Rica,CRI,6/18/2021,3
Costa Rica,CRI,6/19/2021,3
Costa Rica,CRI,6/20/2021,3
Costa Rica,CRI,6/21/2021,3
Costa Rica,CRI,6/22/2021,3
Costa Rica,CRI,6/23/2021,3
Costa Rica,CRI,6/24/2021,3
Costa Rica,CRI,6/25/2021,3
Costa Rica,CRI,6/26/2021,3
Costa Rica,CRI,6/27/2021,3
Costa Rica,CRI,6/28/2021,3
Costa Rica,CRI,6/29/2021,3
Costa Rica,CRI,6/30/2021,3
Costa Rica,CRI,7/1/2021,3
Costa Rica,CRI,7/2/2021,3
Costa Rica,CRI,7/3/2021,3
Costa Rica,CRI,7/4/2021,3
Costa Rica,CRI,7/5/2021,3
Costa Rica,CRI,7/6/2021,3
Costa Rica,CRI,7/7/2021,3
Costa Rica,CRI,7/8/2021,3
Costa Rica,CRI,7/9/2021,3
Costa Rica,CRI,7/10/2021,3
Costa Rica,CRI,7/11/2021,3
Costa Rica,CRI,7/12/2021,3
Costa Rica,CRI,7/13/2021,3
Costa Rica,CRI,7/14/2021,3
Costa Rica,CRI,7/15/2021,3
Costa Rica,CRI,7/16/2021,3
Costa Rica,CRI,7/17/2021,3
Costa Rica,CRI,7/18/2021,3
Costa Rica,CRI,7/19/2021,3
Costa Rica,CRI,7/20/2021,3
Costa Rica,CRI,7/21/2021,3
Costa Rica,CRI,7/22/2021,3
Costa Rica,CRI,7/23/2021,3
Costa Rica,CRI,7/24/2021,3
Costa Rica,CRI,7/25/2021,3
Costa Rica,CRI,7/26/2021,3
Costa Rica,CRI,7/27/2021,3
Costa Rica,CRI,7/28/2021,3
Costa Rica,CRI,7/29/2021,3
Costa Rica,CRI,7/30/2021,3
Costa Rica,CRI,7/31/2021,3
Costa Rica,CRI,8/1/2021,3
Costa Rica,CRI,8/2/2021,3
Costa Rica,CRI,8/3/2021,3
Costa Rica,CRI,8/4/2021,3
Costa Rica,CRI,8/5/2021,3
Costa Rica,CRI,8/6/2021,3
Costa Rica,CRI,8/7/2021,3
Costa Rica,CRI,8/8/2021,3
Costa Rica,CRI,8/9/2021,3
Costa Rica,CRI,8/10/2021,3
Costa Rica,CRI,8/11/2021,3
Costa Rica,CRI,8/12/2021,3
Costa Rica,CRI,8/13/2021,3
Costa Rica,CRI,8/14/2021,3
Costa Rica,CRI,8/15/2021,3
Costa Rica,CRI,8/16/2021,3
Costa Rica,CRI,8/17/2021,3
Costa Rica,CRI,8/18/2021,3
Costa Rica,CRI,8/19/2021,3
Costa Rica,CRI,8/20/2021,3
Costa Rica,CRI,8/21/2021,3
Costa Rica,CRI,8/22/2021,3
Costa Rica,CRI,8/23/2021,3
Costa Rica,CRI,8/24/2021,3
Costa Rica,CRI,8/25/2021,3
Costa Rica,CRI,8/26/2021,3
Costa Rica,CRI,8/27/2021,3
Costa Rica,CRI,8/28/2021,3
Costa Rica,CRI,8/29/2021,3
Costa Rica,CRI,8/30/2021,3
Costa Rica,CRI,8/31/2021,3
Costa Rica,CRI,9/1/2021,3
Costa Rica,CRI,9/2/2021,3
Costa Rica,CRI,9/3/2021,3
Costa Rica,CRI,9/4/2021,3
Costa Rica,CRI,9/5/2021,3
Costa Rica,CRI,9/6/2021,3
Costa Rica,CRI,9/7/2021,3
Costa Rica,CRI,9/8/2021,3
Costa Rica,CRI,9/9/2021,3
Costa Rica,CRI,9/10/2021,3
Costa Rica,CRI,9/11/2021,3
Costa Rica,CRI,9/12/2021,3
Costa Rica,CRI,9/13/2021,3
Costa Rica,CRI,9/14/2021,3
Costa Rica,CRI,9/15/2021,3
Costa Rica,CRI,9/16/2021,3
Costa Rica,CRI,9/17/2021,3
Costa Rica,CRI,9/18/2021,3
Costa Rica,CRI,9/19/2021,3
Costa Rica,CRI,9/20/2021,3
Costa Rica,CRI,9/21/2021,3
Costa Rica,CRI,9/22/2021,3
Costa Rica,CRI,9/23/2021,3
Costa Rica,CRI,9/24/2021,3
Costa Rica,CRI,9/25/2021,3
Costa Rica,CRI,9/26/2021,3
Costa Rica,CRI,9/27/2021,3
Costa Rica,CRI,9/28/2021,3
Costa Rica,CRI,9/29/2021,3
Costa Rica,CRI,9/30/2021,3
Costa Rica,CRI,10/1/2021,3
Costa Rica,CRI,10/2/2021,3
Costa Rica,CRI,10/3/2021,3
Costa Rica,CRI,10/4/2021,3
Costa Rica,CRI,10/5/2021,3
Costa Rica,CRI,10/6/2021,3
Costa Rica,CRI,10/7/2021,3
Costa Rica,CRI,10/8/2021,3
Costa Rica,CRI,10/9/2021,3
Costa Rica,CRI,10/10/2021,3
Costa Rica,CRI,10/11/2021,3
Costa Rica,CRI,10/12/2021,3
Costa Rica,CRI,10/13/2021,3
Costa Rica,CRI,10/14/2021,3
Costa Rica,CRI,10/15/2021,3
Costa Rica,CRI,10/16/2021,3
Costa Rica,CRI,10/17/2021,3
Costa Rica,CRI,10/18/2021,3
Costa Rica,CRI,10/19/2021,3
Costa Rica,CRI,10/20/2021,3
Costa Rica,CRI,10/21/2021,3
Costa Rica,CRI,10/22/2021,3
Costa Rica,CRI,10/23/2021,3
Costa Rica,CRI,10/24/2021,3
Costa Rica,CRI,10/25/2021,3
Costa Rica,CRI,10/26/2021,3
Costa Rica,CRI,10/27/2021,3
Costa Rica,CRI,10/28/2021,3
Costa Rica,CRI,10/29/2021,3
Costa Rica,CRI,10/30/2021,3
Costa Rica,CRI,10/31/2021,3
Costa Rica,CRI,11/1/2021,3
Costa Rica,CRI,11/2/2021,3
Costa Rica,CRI,11/3/2021,3
Costa Rica,CRI,11/4/2021,3
Costa Rica,CRI,11/5/2021,3
Costa Rica,CRI,11/6/2021,3
Costa Rica,CRI,11/7/2021,3
Costa Rica,CRI,11/8/2021,3
Costa Rica,CRI,11/9/2021,3
Costa Rica,CRI,11/10/2021,3
Costa Rica,CRI,11/11/2021,3
Costa Rica,CRI,11/12/2021,3
Costa Rica,CRI,11/13/2021,3
Costa Rica,CRI,11/14/2021,3
Costa Rica,CRI,11/15/2021,3
Costa Rica,CRI,11/16/2021,3
Costa Rica,CRI,11/17/2021,3
Costa Rica,CRI,11/18/2021,3
Costa Rica,CRI,11/19/2021,3
Costa Rica,CRI,11/20/2021,3
Costa Rica,CRI,11/21/2021,3
Costa Rica,CRI,11/22/2021,3
Costa Rica,CRI,11/23/2021,3
Costa Rica,CRI,11/24/2021,3
Costa Rica,CRI,11/25/2021,3
Costa Rica,CRI,11/26/2021,3
Costa Rica,CRI,11/27/2021,3
Costa Rica,CRI,11/28/2021,3
Costa Rica,CRI,11/29/2021,3
Costa Rica,CRI,11/30/2021,3
Costa Rica,CRI,12/1/2021,3
Costa Rica,CRI,12/2/2021,3
Costa Rica,CRI,12/3/2021,3
Costa Rica,CRI,12/4/2021,3
Costa Rica,CRI,12/5/2021,3
Costa Rica,CRI,12/6/2021,3
Costa Rica,CRI,12/7/2021,3
Costa Rica,CRI,12/8/2021,3
Costa Rica,CRI,12/9/2021,3
Costa Rica,CRI,12/10/2021,3
Costa Rica,CRI,12/11/2021,3
Costa Rica,CRI,12/12/2021,3
Costa Rica,CRI,12/13/2021,3
Costa Rica,CRI,12/14/2021,3
Costa Rica,CRI,12/15/2021,3
Costa Rica,CRI,12/16/2021,3
Costa Rica,CRI,12/17/2021,3
Costa Rica,CRI,12/18/2021,3
Costa Rica,CRI,12/19/2021,3
Costa Rica,CRI,12/20/2021,3
Costa Rica,CRI,12/21/2021,3
Costa Rica,CRI,12/22/2021,3
Costa Rica,CRI,12/23/2021,3
Costa Rica,CRI,12/24/2021,3
Costa Rica,CRI,12/25/2021,3
Costa Rica,CRI,12/26/2021,3
Costa Rica,CRI,12/27/2021,3
Costa Rica,CRI,12/28/2021,3
Costa Rica,CRI,12/29/2021,3
Costa Rica,CRI,12/30/2021,3
Costa Rica,CRI,12/31/2021,3
Costa Rica,CRI,1/1/2022,3
Costa Rica,CRI,1/2/2022,3
Costa Rica,CRI,1/3/2022,3
Costa Rica,CRI,1/4/2022,3
Costa Rica,CRI,1/5/2022,3
Costa Rica,CRI,1/6/2022,3
Costa Rica,CRI,1/7/2022,3
Costa Rica,CRI,1/8/2022,3
Costa Rica,CRI,1/9/2022,3
Costa Rica,CRI,1/10/2022,3
Costa Rica,CRI,1/11/2022,3
Costa Rica,CRI,1/12/2022,3
Costa Rica,CRI,1/13/2022,3
Costa Rica,CRI,1/14/2022,3
Costa Rica,CRI,1/15/2022,3
Costa Rica,CRI,1/16/2022,3
Costa Rica,CRI,1/17/2022,3
Costa Rica,CRI,1/18/2022,3
Costa Rica,CRI,1/19/2022,3
Costa Rica,CRI,1/20/2022,3
Costa Rica,CRI,1/21/2022,3
Costa Rica,CRI,1/22/2022,3
Costa Rica,CRI,1/23/2022,3
Costa Rica,CRI,1/24/2022,3
Costa Rica,CRI,1/25/2022,3
Costa Rica,CRI,1/26/2022,3
Costa Rica,CRI,1/27/2022,3
Cote d'Ivoire,CIV,1/1/2020,0
Cote d'Ivoire,CIV,1/2/2020,0
Cote d'Ivoire,CIV,1/3/2020,0
Cote d'Ivoire,CIV,1/4/2020,0
Cote d'Ivoire,CIV,1/5/2020,0
Cote d'Ivoire,CIV,1/6/2020,0
Cote d'Ivoire,CIV,1/7/2020,0
Cote d'Ivoire,CIV,1/8/2020,0
Cote d'Ivoire,CIV,1/9/2020,0
Cote d'Ivoire,CIV,1/10/2020,0
Cote d'Ivoire,CIV,1/11/2020,0
Cote d'Ivoire,CIV,1/12/2020,0
Cote d'Ivoire,CIV,1/13/2020,0
Cote d'Ivoire,CIV,1/14/2020,0
Cote d'Ivoire,CIV,1/15/2020,0
Cote d'Ivoire,CIV,1/16/2020,0
Cote d'Ivoire,CIV,1/17/2020,0
Cote d'Ivoire,CIV,1/18/2020,0
Cote d'Ivoire,CIV,1/19/2020,0
Cote d'Ivoire,CIV,1/20/2020,0
Cote d'Ivoire,CIV,1/21/2020,0
Cote d'Ivoire,CIV,1/22/2020,0
Cote d'Ivoire,CIV,1/23/2020,0
Cote d'Ivoire,CIV,1/24/2020,0
Cote d'Ivoire,CIV,1/25/2020,0
Cote d'Ivoire,CIV,1/26/2020,0
Cote d'Ivoire,CIV,1/27/2020,0
Cote d'Ivoire,CIV,1/28/2020,0
Cote d'Ivoire,CIV,1/29/2020,0
Cote d'Ivoire,CIV,1/30/2020,0
Cote d'Ivoire,CIV,1/31/2020,0
Cote d'Ivoire,CIV,2/1/2020,0
Cote d'Ivoire,CIV,2/2/2020,0
Cote d'Ivoire,CIV,2/3/2020,0
Cote d'Ivoire,CIV,2/4/2020,0
Cote d'Ivoire,CIV,2/5/2020,0
Cote d'Ivoire,CIV,2/6/2020,0
Cote d'Ivoire,CIV,2/7/2020,0
Cote d'Ivoire,CIV,2/8/2020,0
Cote d'Ivoire,CIV,2/9/2020,0
Cote d'Ivoire,CIV,2/10/2020,0
Cote d'Ivoire,CIV,2/11/2020,0
Cote d'Ivoire,CIV,2/12/2020,0
Cote d'Ivoire,CIV,2/13/2020,0
Cote d'Ivoire,CIV,2/14/2020,0
Cote d'Ivoire,CIV,2/15/2020,0
Cote d'Ivoire,CIV,2/16/2020,0
Cote d'Ivoire,CIV,2/17/2020,0
Cote d'Ivoire,CIV,2/18/2020,0
Cote d'Ivoire,CIV,2/19/2020,0
Cote d'Ivoire,CIV,2/20/2020,0
Cote d'Ivoire,CIV,2/21/2020,0
Cote d'Ivoire,CIV,2/22/2020,0
Cote d'Ivoire,CIV,2/23/2020,0
Cote d'Ivoire,CIV,2/24/2020,0
Cote d'Ivoire,CIV,2/25/2020,0
Cote d'Ivoire,CIV,2/26/2020,0
Cote d'Ivoire,CIV,2/27/2020,0
Cote d'Ivoire,CIV,2/28/2020,0
Cote d'Ivoire,CIV,2/29/2020,0
Cote d'Ivoire,CIV,3/1/2020,0
Cote d'Ivoire,CIV,3/2/2020,0
Cote d'Ivoire,CIV,3/3/2020,0
Cote d'Ivoire,CIV,3/4/2020,0
Cote d'Ivoire,CIV,3/5/2020,0
Cote d'Ivoire,CIV,3/6/2020,0
Cote d'Ivoire,CIV,3/7/2020,0
Cote d'Ivoire,CIV,3/8/2020,0
Cote d'Ivoire,CIV,3/9/2020,0
Cote d'Ivoire,CIV,3/10/2020,0
Cote d'Ivoire,CIV,3/11/2020,0
Cote d'Ivoire,CIV,3/12/2020,0
Cote d'Ivoire,CIV,3/13/2020,0
Cote d'Ivoire,CIV,3/14/2020,0
Cote d'Ivoire,CIV,3/15/2020,0
Cote d'Ivoire,CIV,3/16/2020,0
Cote d'Ivoire,CIV,3/17/2020,0
Cote d'Ivoire,CIV,3/18/2020,0
Cote d'Ivoire,CIV,3/19/2020,0
Cote d'Ivoire,CIV,3/20/2020,0
Cote d'Ivoire,CIV,3/21/2020,0
Cote d'Ivoire,CIV,3/22/2020,0
Cote d'Ivoire,CIV,3/23/2020,0
Cote d'Ivoire,CIV,3/24/2020,0
Cote d'Ivoire,CIV,3/25/2020,0
Cote d'Ivoire,CIV,3/26/2020,0
Cote d'Ivoire,CIV,3/27/2020,0
